date,CHSI2__0,NASI2__0,EADM7__0,SCLM7__0,CLKM7__0,VALI2__0,NAPM7__0,DLDI4__0
7181,154,3.26,163,59.3,98.4,7.49,60.5,94.9
7182,154,3.23,164,59,98.4,7.32,60.5,94.9
7183,154,3.22,165,59.2,98.7,7.37,60.5,95.1
7184,153,3.26,165,59.4,98.7,7.41,60.5,95.1
7185,154,3.24,165,59.4,98.8,7.04,60.5,95.2
7186,154,3.28,166,59.4,102,6.95,60.5,95.2
7187,154,3.27,166,59.4,103,6.67,60.5,95.6
7188,154,3.27,167,59.2,103,6.39,60.5,95.6
7189,154,3.24,166,59.3,104,6.31,60.5,95.4
7190,154,3.27,166,59.2,104,6.43,60.5,95.4
7191,154,3.27,165,59.3,104,6.05,60.5,95.5
7192,155,3.27,165,59.1,104,6.17,60.5,95.5
7193,155,3.28,165,59.1,104,5.96,60.5,95.6
7194,155,3.28,165,59,104,6.14,60.5,95.6
7195,155,3.27,165,58.9,104,6.17,60.5,95.6
7196,155,3.27,165,59,104,6.22,60.5,95.6
7197,156,3.27,165,58.9,104,6.2,60.5,95.8
7198,156,3.27,165,58.6,103,6.39,60.5,95.8
7199,156,3.27,164,58.8,103,6.43,60.5,95.9
7200,157,3.28,165,58.3,103,6.39,60.5,95.9
7201,157,3.27,166,58.5,103,6.99,60.5,95.9
7202,157,3.27,167,58.4,103,6.75,60.5,95.9
7203,158,3.24,167,58.4,104,6.83,60.5,97.1
7204,158,3.21,167,58.3,103,6.87,60.5,97.1
7205,158,3.19,168,58.3,104,6.99,60.5,97.6
7206,158,3.21,168,58.1,104,6.79,60.5,97.6
7207,158,3.23,168,58.1,104,6.39,60.5,97.6
7208,158,3.22,168,58,104,6.51,60.5,97.6
7209,158,3.23,168,57.9,104,6.47,60.5,97.6
7210,158,3.21,167,57.9,104,6.51,60.5,97.6
7211,158,3.23,168,57.8,104,6.51,60.5,97.8
7212,159,3.22,167,57.7,104,6.99,60.5,97.8
7213,159,3.24,167,57.9,103,7.28,60.5,98
7214,159,3.23,167,57.4,103,7.32,60.5,98
7215,159,3.24,168,57.5,103,7.32,60.5,98.1
7216,158,3.25,168,57.4,103,7.37,60.5,98.1
7217,160,3.25,168,57.3,104,7.45,60.5,98.1
7218,160,3.25,168,57.3,103,7.37,60.5,98.1
7219,160,3.25,168,57.1,103,7.49,60.5,98.2
7220,160,3.24,168,56.9,103,7.53,60.5,98.2
7221,160,3.25,168,57,103,7.41,60.5,98.3
7222,160,3.25,168,57,103,7.32,60.5,98.3
7223,161,3.26,168,57,103,7.41,60.5,98.3
7224,161,3.25,168,57,103,7.04,60.5,98.3
7225,161,3.23,168,56.9,103,6.35,60.5,98.6
7226,161,3.26,168,56.8,103,6.59,60.5,98.6
7227,162,3.21,167,56.8,103,6.63,60.5,100
7228,161,3.23,168,57.1,102,6.79,60.5,100
7229,162,3.23,168,57,103,6.39,60.5,102
7230,162,3.23,168,57.5,103,6.35,60.5,102
7231,162,3.2,168,57.4,103,6.08,60.5,102
7232,162,3.21,167,57.6,103,6.04,60.5,102
7233,162,3.18,167,58,103,6.39,60.5,102
7234,162,3.24,166,58.1,103,6.35,60.5,102
7235,162,3.22,166,58.4,103,6.39,60.5,102
7236,162,3.22,165,58.6,103,6.51,60.5,102
7237,162,3.23,165,58.8,103,6.35,60.5,102
7238,162,3.23,165,58.8,103,6.39,60.5,102
7239,162,3.22,165,59.1,103,6.39,60.5,102
7240,162,3.24,165,59.4,103,6.39,60.5,102
7241,162,3.24,165,59.7,103,6.47,60.5,102
7242,162,3.24,164,59.8,103,6.43,60.5,102
7243,162,3.24,165,59.9,103,6.43,60.5,102
7244,162,3.24,165,60.1,103,6.51,60.5,102
7245,162,3.24,165,60.1,103,6.62,60.5,102
7246,162,3.23,165,60.1,103,6.66,60.5,102
7247,161,3.21,166,60.2,103,6.62,60.5,102
7248,161,3.23,166,60.3,103,6.62,60.5,102
7249,162,3.24,167,60.3,103,6.7,60.5,102
7250,162,3.24,167,60.3,103,6.78,60.5,102
7251,161,3.25,168,60.3,106,6.7,60.5,102
7252,161,3.22,169,60.1,107,6.54,60.5,102
7253,161,3.21,168,60.1,108,6.51,60.5,102
7254,161,3.22,169,60.2,109,6.51,60.5,102
7255,161,3.21,169,60.3,112,7.73,60.5,102
7256,161,3.19,169,60,113,7.65,60.5,102
7257,161,3.19,170,59.9,113,7.57,60.5,102
7258,161,3.21,169,59.8,115,7.53,60.5,102
7259,161,3.21,170,59.9,116,7.49,60.5,102
7260,161,3.21,170,59.7,115,7.45,60.5,102
7261,161,3.26,170,59.8,115,7.41,60.5,102
7262,161,3.23,170,59.7,115,7.49,60.5,102
7263,162,3.23,171,59.5,115,7.81,60.5,102
7264,161,3.23,171,59.3,115,7.85,60.5,102
7265,161,3.24,170,59.4,115,8.13,60.5,102
7266,162,3.23,170,59.3,115,8.26,60.5,102
7267,162,3.24,170,59.2,115,8.38,60.5,102
7268,162,3.23,170,58.9,115,8.42,60.5,102
7269,162,3.23,170,58.7,115,8.5,60.5,102
7270,162,3.22,170,58.8,115,8.74,60.5,102
7271,162,3.23,173,58.4,115,8.74,60.5,102
7272,163,3.24,172,58.4,115,8.95,60.5,102
7273,163,3.21,172,58.4,116,9.07,45.2,102
7274,163,3.21,174,58.3,115,9.15,45.2,102
7275,164,3.22,176,58,116,9.32,45.2,102
7276,163,3.25,177,57.9,115,9.32,45.2,102
7277,164,3.19,178,57.8,115,9.36,45.2,102
7278,163,3.22,180,57.8,115,9.07,45.2,102
7279,164,3.2,180,57.7,115,9.19,45.2,102
7280,164,3.21,180,57.4,115,8.99,45.2,102
7281,164,3.17,181,57.5,115,8.74,45.2,102
7282,165,3.24,180,57.4,115,8.79,45.2,102
7283,165,3.23,180,57.3,115,8.79,45.2,102
7284,166,3.23,180,57.3,115,8.74,45.2,102
7285,166,3.23,179,57.1,115,8.7,45.2,102
7286,167,3.24,179,57.3,115,8.5,45.2,102
7287,167,3.23,179,57.1,115,8.62,45.2,102
7288,167,3.24,179,57.1,115,8.66,45.2,102
7289,168,3.25,179,57,114,8.66,45.2,102
7290,168,3.25,179,56.8,114,8.83,45.2,102
7291,168,3.24,178,56.8,114,8.7,45.2,102
7292,169,3.23,178,56.6,114,8.7,45.2,102
7293,170,3.24,178,56.6,113,8.7,45.2,102
7294,170,3.24,177,56.6,114,8.7,45.2,102
7295,170,3.24,177,56.4,113,8.66,45.2,102
7296,171,3.24,177,56.4,112,8.58,45.2,102
7297,171,3.22,177,56.2,112,8.7,45.2,102
7298,172,3.24,177,56.2,113,8.66,45.2,102
7299,172,3.23,177,56,112,8.5,45.2,102
7300,172,3.23,176,56,112,8.54,45.2,102
7301,172,3.23,177,55.9,113,8.46,45.2,102
7302,172,3.22,176,55.7,113,8.38,45.2,102
7303,173,3.2,177,55.6,113,8.42,45.2,102
7304,172,3.17,177,55.7,112,8.26,45.2,102
7305,172,3.2,177,55.4,112,8.26,45.2,102
7306,172,3.28,176,55.4,114,8.18,45.2,102
7307,172,3.19,176,55.4,113,8.22,45.2,102
7308,172,3.21,175,55.2,113,8.3,45.2,102
7309,172,3.18,175,55,113,8.22,45.2,101
7310,172,3.2,174,54.9,113,8.05,45.2,101
7311,172,3.22,174,54.8,113,8.05,45.2,101
7312,172,3.2,173,54.7,113,7.97,45.2,101
7313,172,3.2,173,54.5,113,8.09,45.2,101
7314,172,3.21,173,54.2,113,8.13,45.2,101
7315,172,3.23,172,54.1,113,8.18,45.2,101
7316,172,3.22,172,54.2,112,8.18,45.2,101
7317,172,3.22,172,54.1,113,8.3,45.2,101
7318,172,3.22,172,53.9,113,8.3,45.2,101
7319,172,3.23,172,53.8,113,8.3,45.2,101
7320,171,3.24,172,53.6,113,8.42,45.2,101
7321,171,3.23,173,53.5,113,8.42,45.2,101
7322,171,3.23,173,53.5,113,8.79,45.2,101
7323,171,3.22,173,53.2,113,8.46,45.2,97.7
7324,171,3.18,173,53.3,113,8.38,45.2,97.7
7325,171,3.19,173,53.2,113,8.34,45.2,97.2
7326,171,3.17,173,52.9,112,8.26,45.2,97.2
7327,170,3.17,174,49.8,112,8.22,45.2,96.7
7328,170,3.19,173,49.6,107,8.09,45.2,96.7
7329,168,3.2,173,49.6,106,8.05,45.2,96
7330,170,3.2,172,49.6,106,7.97,45.2,96
7331,170,3.15,172,49.5,106,7.77,45.2,96.3
7332,170,3.18,171,49.6,106,7.85,45.2,96.3
7333,169,3.18,169,49.5,107,7.73,45.2,96.7
7334,169,3.2,169,49.3,107,7.93,45.2,96.7
7335,169,3.21,169,49.4,107,8.05,45.2,96.4
7336,169,3.21,168,49.2,107,8.05,45.2,96.4
7337,169,3.21,169,49,108,8.34,45.2,96.5
7338,169,3.21,169,49,108,8.22,45.2,96.5
7339,169,3.2,169,49,108,8.46,45.2,96.4
7340,168,3.21,169,48.9,109,8.38,45.2,96.4
7341,168,3.21,169,48.9,108,8.34,45.2,96.5
7342,168,3.21,168,48.7,108,8.22,45.2,96.5
7343,168,3.21,168,48.5,108,8.3,45.2,96.5
7344,168,3.22,167,48.6,109,8.22,45.2,96.5
7345,168,3.21,166,48.6,108,8.09,45.2,96.7
7346,168,3.2,167,48.5,109,8.05,45.2,96.7
7347,167,3.24,167,48.4,109,8.26,45.2,96.5
7348,166,3.19,166,48.4,109,8.09,45.2,96.5
7349,168,3.2,166,48.4,109,7.89,45.2,96.5
7350,167,3.2,167,48.6,109,8.05,45.2,96.5
7351,167,3.2,166,48.4,109,7.97,45.2,96.5
7352,166,3.19,165,48.4,109,7.89,45.2,96.5
7353,166,3.17,165,48.4,109,7.73,45.2,96.3
7354,166,3.19,165,48.6,108,7.85,45.2,96.3
7355,166,3.17,165,48.4,108,7.89,45.2,96.3
7356,165,3.18,164,48.4,108,7.81,45.2,96.3
7357,165,3.2,164,48.4,108,7.85,45.2,96.2
7358,165,3.19,164,48.2,108,8.13,45.2,96.2
7359,164,3.21,164,48.2,108,8.18,45.2,96.1
7360,164,3.22,164,48.3,108,8.42,45.2,96.1
7361,164,3.21,164,48.2,109,8.5,45.2,96.1
7362,163,3.21,164,48.2,109,8.5,45.2,96.1
7363,163,3.2,164,48.2,109,8.62,45.2,96.1
7364,163,3.2,164,48,109,8.7,45.2,96.1
7365,162,3.21,164,48,109,8.7,45.2,96.1
7366,162,3.22,165,48,109,8.79,45.2,96.1
7367,162,3.22,164,47.9,109,8.95,45.2,96
7368,162,3.22,164,47.9,109,8.91,45.2,96
7369,162,3.22,164,47.9,109,8.95,45.2,95.9
7370,161,3.22,164,47.9,109,8.95,45.2,95.9
7371,162,3.22,164,47.6,109,8.83,45.2,95.2
7372,161,3.22,164,47.7,109,8.99,45.2,95.2
7373,161,3.21,165,47.7,109,8.99,45.2,95.2
7374,161,3.2,165,47.8,109,8.99,45.2,95.2
7375,161,3.18,165,47.9,109,8.91,45.2,94.5
7376,161,3.17,165,47.9,110,8.83,45.2,94.5
7377,161,3.17,165,47.7,110,8.95,45.2,94.5
7378,160,3.16,165,47.6,110,8.95,45.2,94.5
7379,160,3.19,165,47.6,111,8.99,45.2,93.9
7380,161,3.21,166,47.6,111,8.99,45.2,93.9
7381,160,3.21,165,47.7,111,9.03,45.2,93.9
7382,160,3.23,165,47.6,111,9.03,45.2,93.9
7383,160,3.23,165,47.5,112,9.11,45.2,93.8
7384,160,3.23,165,47.5,112,9.15,45.2,93.8
7385,160,3.23,165,47.5,111,9.15,45.2,93.6
7386,160,3.21,165,47.4,112,9.19,45.2,93.6
7387,160,3.23,165,47.4,112,9.19,45.2,93.6
7388,160,3.24,165,47.3,112,9.15,45.2,93.6
7389,160,3.18,165,47.4,112,9.24,45.2,93.3
7390,159,3.24,165,47.3,111,9.19,45.2,93.3
7391,160,3.24,166,47.2,112,9.28,45.2,93.3
7392,160,3.24,165,47.3,112,9.28,45.2,93.3
7393,160,3.23,165,47.2,112,9.36,45.2,93.2
7394,160,3.25,166,47.2,112,9.36,45.2,93.2
7395,160,3.23,168,47.3,112,9.24,45.2,92.8
7396,160,3.23,167,47.2,112,9.19,45.2,92.8
7397,160,3.25,167,47,112,9.07,45.2,96
7398,160,3.19,168,47.1,112,8.99,45.2,96
7399,159,3.22,168,47.2,111,6.36,45.2,90.5
7400,160,3.17,168,47,111,6.32,45.2,90.5
7401,159,3.19,169,47.2,111,6.36,45.2,90.2
7402,161,3.21,168,47.2,111,6.08,45.2,90.2
7403,161,3.2,169,47,111,5.96,45.2,90
7404,160,3.21,169,47,111,5.88,45.2,90
7405,161,3.16,169,47.1,111,5.8,45.2,89.8
7406,161,3.18,168,46.9,111,5.8,45.2,89.8
7407,161,3.18,169,46.9,111,5.76,45.2,89.6
7408,160,3.19,168,46.9,111,5.84,45.2,89.6
7409,161,3.17,168,46.8,111,6,45.2,89.3
7410,160,3.21,168,47,111,6.08,45.2,89.3
7411,161,3.23,168,47.2,111,6.08,45.2,89.1
7412,161,3.22,168,47,111,6.04,45.2,89.1
7413,161,3.26,168,46.9,111,6.08,45.2,89
7414,161,3.25,168,46.9,111,6.16,45.2,89
7415,161,3.19,169,46.8,110,6.08,45.2,88.8
7416,161,3.23,168,47,110,6,45.2,88.8
7417,161,3.24,168,46.9,110,5.88,45.2,88.2
7418,162,3.24,168,46.8,110,5.88,45.2,88.2
7419,162,3.23,168,46.8,110,5.84,45.2,86.6
7420,162,3.25,168,46.9,110,5.96,45.2,86.6
7421,163,3.24,168,47,107,5.92,45.2,85.9
7422,162,3.21,167,46.9,106,5.84,45.2,85.9
7423,163,3.2,167,47,106,5.72,45.2,86
7424,163,3.2,167,47,105,5.72,45.2,86
7425,162,3.18,167,47.2,105,5.69,45.2,85.9
7426,163,3.18,167,47.3,105,5.57,45.2,85.9
7427,163,3.17,166,47.2,104,5.53,45.2,85.9
7428,163,3.22,167,47.2,105,5.53,45.2,85.9
7429,163,3.33,167,47.4,104,5.53,45.2,85.9
7430,164,3.34,167,47.4,104,5.69,45.2,85.9
7431,164,3.36,168,47.5,104,5.72,45.2,84.9
7432,164,3.35,168,47.7,105,5.84,45.2,84.9
7433,165,3.39,168,47.8,104,5.96,45.2,84.6
7434,165,3.41,168,47.9,104,6.08,45.2,84.6
7435,166,3.39,168,47.9,104,6.08,45.2,84.3
7436,167,3.37,168,48.2,104,6.28,45.2,84.3
7437,167,3.36,168,48.2,104,6.28,45.2,83.9
7438,167,3.35,168,48.4,103,6.24,45.2,83.9
7439,168,3.37,167,48.5,102,6.16,45.2,83.9
7440,168,3.35,167,48.3,101,6.2,43.4,83.9
7441,169,3.28,166,48.2,101,5.96,43.4,81.9
7442,170,3.33,167,48.4,101,5.69,43.4,81.9
7443,170,3.28,166,48.5,101,5.72,43.4,79.9
7444,170,3.26,165,48.4,101,5.53,43.4,79.9
7445,170,3.26,165,48.6,101,5.27,43.4,78.5
7446,170,3.21,165,48.6,101,5.19,43.4,78.5
7447,170,3.17,163,48.6,101,5.08,43.4,77.4
7448,170,3.21,163,48.7,101,5.04,43.4,77.4
7449,170,3.19,163,48.6,101,5.08,43.4,77.1
7450,170,3.11,162,48.4,101,5.08,43.4,77.1
7451,169,3.15,162,48.7,98.8,5.08,43.4,77.3
7452,169,3.14,162,48.4,96.5,5.08,43.4,77.3
7453,168,3.13,162,48.4,95.6,5.12,43.4,77.2
7454,168,3.15,161,48.5,94.9,5.38,43.4,77.2
7455,167,3.17,161,48.3,94.7,5.19,43.4,77
7456,166,3.19,161,48.2,94.6,5.27,43.4,77
7457,166,3.2,162,48.1,94.4,5.34,43.4,77.3
7458,165,3.21,161,48,94.4,5.38,43.4,77.3
7459,164,3.23,162,48,94.4,5.19,43.4,77
7460,164,3.24,161,47.9,94.6,4.97,43.4,77
7461,163,3.25,161,47.7,95.4,4.93,43.4,76.9
7462,162,3.26,160,47.9,95.4,4.79,43.4,76.9
7463,162,3.24,160,47.6,95.6,4.79,43.4,76.9
7464,161,3.2,157,47.5,95.9,4.57,43.4,76.9
7465,161,3.21,159,47.7,95.7,4.6,43.4,77.1
7466,161,3.24,158,47.6,95.9,4.6,43.8,77.1
7467,161,3.22,157,47.5,95.9,4.63,43.8,75.1
7468,160,3.22,156,47.4,96,4.54,43.8,75.1
7469,160,3.24,154,47.4,96.2,4.54,43.8,74.3
7470,158,3.21,153,47.3,96,4.51,43.8,74.3
7471,159,3.22,152,47.5,95.9,4.48,43.8,74.2
7472,159,3.23,151,47.5,96.3,4.82,43.8,74.2
7473,158,3.22,150,47.3,96.5,4.86,43.8,74.2
7474,158,3.18,149,47.4,94.3,5.08,43.8,74.2
7475,157,3.18,149,47.3,92.2,5.19,43.8,74.5
7476,157,3.19,149,47,91.4,5.23,43.8,74.5
7477,156,3.23,148,49.3,90.9,5.38,43.8,74.3
7478,155,3.23,150,49.3,90.6,5.3,43.8,74.3
7479,155,3.23,149,49.2,90.5,5.49,43.8,74.2
7480,155,3.22,150,49.2,90.3,5.69,43.8,74.2
7481,154,3.22,150,49,90.2,5.69,43.8,74.2
7482,153,3.22,149,49,90.3,5.84,43.8,74.2
7483,153,3.22,149,48.8,87.2,5.69,43.8,74.1
7484,153,3.22,149,48.7,87.3,5.84,43.8,74.1
7485,152,3.21,149,48.7,86.2,5.84,43.8,73.7
7486,151,3.21,149,48.6,85.7,5.76,43.8,73.7
7487,151,3.2,149,48.5,85.4,5.76,43.8,73.6
7488,150,3.2,149,48.5,85.3,5.8,43.8,73.6
7489,150,3.18,149,48.2,84.9,5.46,44.6,73.6
7490,149,3.17,149,48.3,84.7,5.38,44.6,73.6
7491,149,3.2,148,48.3,84.6,5.38,44.6,73.5
7492,148,3.2,148,48.1,84.1,5.34,44.6,73.5
7493,148,3.2,148,48.1,83.9,5.23,44.6,70.9
7494,147,3.21,148,48.1,84.1,5.19,44.6,70.9
7495,147,3.18,148,48,83.9,5.08,44.6,70.5
7496,147,3.2,147,48.1,80.1,4.97,44.6,70.5
7497,147,3.2,146,47.9,83,4.97,44.6,70.2
7498,146,3.21,146,47.8,80.6,4.7,44.6,70.2
7499,146,3.18,145,47.9,79.5,4.6,44.6,70.2
7500,146,3.18,143,47.8,79.1,4.6,44.6,70.2
7501,145,3.17,143,47.7,80,4.54,44.6,70.2
7502,145,3.22,142,47.7,80.1,4.48,44.6,70.2
7503,145,3.22,141,47.6,80.5,4.54,44.6,70.1
7504,145,3.23,140,47.6,80.8,4.63,44.6,70.1
7505,144,3.23,139,47.5,81.9,4.76,44.6,70.1
7506,144,3.21,139,47.5,82.7,4.73,44.6,70.1
7507,143,3.23,139,47.5,83,4.89,44.6,70
7508,143,3.23,138,47.4,82.7,5.08,44.6,70
7509,143,3.23,138,47.4,83.1,4.89,44.6,69.9
7510,142,3.24,138,47.3,83.1,4.93,44.6,69.9
7511,142,3.24,138,47.4,83.5,4.82,44.6,70
7512,141,3.24,137,47.3,83.5,4.97,44.6,70
7513,140,3.22,137,47.4,83.4,4.86,44.6,70.1
7514,141,3.24,137,47.3,83.9,4.79,44.6,70.1
7515,140,3.23,137,47.2,83.5,4.79,44.6,68.7
7516,140,3.25,137,47.5,83.7,4.66,44.6,68.7
7517,139,3.25,137,47.4,83.5,4.66,44.6,68
7518,139,3.22,137,47.4,83.8,4.66,44.6,68
7519,138,3.23,138,47.4,83.8,4.6,44.6,67.1
7520,138,3.21,138,47.4,83.5,4.54,44.6,67.1
7521,137,3.19,139,47.5,83.9,4.63,44.6,67
7522,137,3.19,140,47.4,81.9,4.54,44.6,67
7523,136,3.26,139,47.2,81.2,4.6,44.6,67
7524,136,3.26,140,47.4,80.4,4.6,44.6,67
7525,136,3.22,140,47.2,80,4.54,44.6,66.9
7526,135,3.26,140,47.2,79.7,4.57,44.6,66.9
7527,135,3.26,140,47.1,79.6,4.54,44.6,66.9
7528,135,3.26,140,47.1,79.2,4.57,44.6,66.9
7529,134,3.27,140,47.1,79.9,4.63,44.6,66.9
7530,134,3.26,140,47,79.2,4.6,44.6,66.9
7531,134,3.25,140,47,79,4.73,44.6,66.8
7532,134,3.24,140,47.1,79.1,4.6,44.6,66.8
7533,133,3.24,140,47,78.7,4.6,44.6,66.7
7534,133,3.23,140,46.9,77.2,4.63,44.6,66.7
7535,133,3.25,140,47,76.4,4.73,44.6,66.7
7536,133,3.25,139,46.9,76.1,3.81,44.6,66.7
7537,133,3.25,139,46.9,76.1,4.63,44.6,66.9
7538,133,3.26,139,46.8,75.8,4.45,44.6,66.9
7539,133,3.26,138,46.9,75.7,4.14,44.6,65.8
7540,133,3.26,139,47,75.7,4.48,44.6,65.8
7541,134,3.21,138,47.1,76.1,4.51,44.6,65.2
7542,134,3.26,138,47,75.6,4.39,44.6,65.2
7543,134,3.2,138,47,75.3,4.36,44.6,64.9
7544,133,3.26,137,47.1,71.6,4.2,44.6,64.9
7545,133,3.21,137,47.2,69.8,4.39,44.6,64.6
7546,133,3.2,136,47,69,4.3,44.6,64.6
7547,133,3.23,135,46.9,68.6,3.99,44.6,64.6
7548,133,3.24,134,47,67,3.81,44.6,64.6
7549,133,3.22,134,46.8,67.2,3.87,44.6,64.4
7550,133,3.24,133,47,67.4,3.75,44.6,64.4
7551,133,3.25,133,46.8,67.7,3.81,44.6,63.6
7552,133,3.26,132,46.9,67.4,3.9,44.6,63.6
7553,133,3.27,132,46.9,67.5,3.78,44.6,63.4
7554,133,3.26,131,46.8,67.5,3.64,44.6,63.4
7555,132,3.26,131,46.8,67.4,3.73,44.6,63.2
7556,132,3.25,130,46.9,68.5,3.73,44.6,63.2
7557,132,3.26,129,46.8,69.3,3.7,44.6,63.4
7558,132,3.26,129,46.8,69.3,3.67,44.6,63.4
7559,131,3.26,128,46.6,69.3,3.67,44.6,63.4
7560,131,3.26,127,46.9,69.3,3.61,44.6,63.4
7561,131,3.23,127,46.9,69.3,3.61,44.6,63.1
7562,131,3.23,127,46.9,69.5,3.81,44.6,63.1
7563,130,3.25,126,46.8,69.5,3.67,44.6,62.2
7564,130,3.26,126,47,69.3,3.64,44.6,62.2
7565,129,3.21,126,47.1,69.6,3.67,44.6,61.9
7566,129,3.24,126,47,69.6,3.7,44.6,61.9
7567,128,3.2,125,47.2,69.6,3.61,44.6,61.5
7568,128,3.22,126,47.1,79.7,3.73,44.6,61.5
7569,127,3.19,125,47.2,79,3.75,44.6,61
7570,127,3.16,125,47.2,79.4,3.7,44.6,61
7571,127,3.17,125,47.1,78.7,3.7,44.6,60.9
7572,126,3.19,125,47.3,78.2,3.9,44.6,60.9
7573,126,3.23,125,47.2,78,3.81,44.6,61.4
7574,125,3.22,125,47.2,77.9,4.14,44.6,61.4
7575,124,3.2,125,47.2,77.9,3.84,44.6,61.5
7576,124,3.19,125,47.2,77.8,3.93,44.6,61.5
7577,124,3.2,125,47.2,77.7,3.93,44.6,61.5
7578,123,3.2,125,47.2,77.7,3.9,44.6,61.5
7579,123,3.22,125,47.4,77.7,3.9,44.6,61.5
7580,122,3.23,126,47.3,77.7,3.9,44.6,61.5
7581,122,3.23,125,47.4,77.5,3.87,44.6,61.5
7582,122,3.23,124,47.2,77.7,4.23,44.6,61.5
7583,121,3.22,125,47.2,77.2,3.99,44.6,61.4
7584,121,3.23,125,47.2,77.5,3.93,44.6,61.4
7585,121,3.24,126,47.2,77.4,3.96,44.6,61.7
7586,120,3.24,125,47.1,77.8,4.11,44.6,61.7
7587,120,3.25,125,47.2,77.5,3.84,44.6,60.7
7588,120,3.23,126,47.3,77.4,3.9,44.6,60.7
7589,120,3.2,125,47.2,77.7,3.87,44.6,58.5
7590,120,3.2,125,47.2,77.8,3.75,44.6,58.5
7591,120,3.18,125,47.2,77.7,3.96,44.6,58.9
7592,120,3.19,125,47.2,76,3.75,44.6,58.9
7593,119,3.2,125,47.3,74.8,3.81,44.6,58.4
7594,119,3.19,125,47.2,74.2,3.9,44.6,58.4
7595,119,3.2,125,47.3,73.8,3.84,44.6,58.2
7596,119,3.17,125,47.3,74.1,3.9,44.6,58.2
7597,119,3.19,125,47,73.5,3.87,44.6,58.4
7598,119,3.22,124,47.1,73.2,3.78,44.6,58.4
7599,118,3.22,125,47,73.1,3.64,44.6,58.2
7600,118,3.21,124,47,73,3.55,44.6,58.2
7601,118,3.24,124,47,73,3.58,44.6,57.9
7602,118,3.23,124,46.9,72.9,3.58,44.6,57.9
7603,118,3.23,124,46.8,72.9,3.55,44.6,57.9
7604,118,3.22,123,46.7,72.9,3.52,44.6,57.9
7605,117,3.23,123,46.8,72.9,3.52,44.6,57.9
7606,118,3.24,123,46.8,72.9,3.55,44.6,57.9
7607,117,3.25,123,46.8,72.6,3.49,44.6,57.6
7608,117,3.25,122,46.5,73,3.52,44.6,57.6
7609,118,3.24,122,46.6,73,3.55,44.6,57.6
7610,118,3.2,122,46.6,72.9,3.7,44.6,57.6
7611,117,3.22,122,46.5,73,3.67,44.6,57.6
7612,117,3.19,121,46.5,72.9,3.67,44.6,57.6
7613,117,3.21,121,46.5,73.1,3.67,44.6,54.4
7614,117,3.2,121,46.4,73,3.64,44.6,54.4
7615,117,3.22,121,46.7,73.1,3.7,44.6,53.6
7616,117,3.2,118,46.5,69.2,3.7,44.6,53.6
7617,117,3.21,118,46.4,68.5,3.7,44.6,53.5
7618,117,3.2,117,46.5,68.1,3.67,44.6,53.5
7619,117,3.26,117,46.6,68.2,3.64,44.6,53.1
7620,117,3.24,117,46.5,67.8,3.64,44.6,53.1
7621,116,3.25,116,46.6,67.6,3.61,44.6,53.1
7622,116,3.25,115,46.4,67.4,3.58,44.6,53.1
7623,116,3.26,115,46.4,67.4,3.58,44.6,52.8
7624,116,3.26,114,46.4,67.3,3.43,44.6,52.8
7625,115,3.26,113,46.4,67.4,3.46,44.6,52.1
7626,115,3.27,112,46.4,67.4,3.52,44.6,52.1
7627,115,3.26,113,46.3,67.5,3.67,44.6,52.5
7628,115,3.26,111,46.4,67.5,3.78,44.6,52.5
7629,115,3.27,112,46.4,67.8,3.73,44.6,52.2
7630,114,3.26,111,46.4,67.4,3.96,44.6,52.2
7631,114,3.27,111,46.4,67.3,3.9,44.6,52.1
7632,114,3.27,112,46.3,67.4,3.99,44.6,52.1
7633,114,3.27,112,46.3,67.3,4.11,44.6,51.5
7634,114,3.25,113,46.4,67.3,4.17,44.6,51.5
7635,114,3.25,113,46.4,67.1,3.81,44.6,50.9
7636,113,3.25,114,46.5,67.1,4.11,44.6,50.9
7637,113,3.24,115,46.4,67.3,4.02,44.6,49.8
7638,113,3.23,114,46.5,67.1,3.93,44.6,49.8
7639,112,3.21,115,46.6,67.1,3.75,44.6,49.8
7640,112,3.21,118,46.5,67.1,3.81,44.6,49.8
7641,112,3.23,119,46.6,67.3,3.78,44.6,49.8
7642,111,3.24,118,46.7,67.4,3.73,44.6,49.8
7643,111,3.24,119,46.6,67.1,3.81,44.6,49.7
7644,111,3.25,119,46.6,67.1,3.81,44.6,49.7
7645,111,3.25,118,46.6,67.1,3.78,44.6,49.5
7646,111,3.25,118,46.6,67.4,3.75,44.6,49.5
7647,111,3.25,118,46.6,66.8,3.75,44.6,49.8
7648,111,3.25,119,46.5,66.6,3.73,44.6,49.8
7649,110,3.26,119,46.5,67.1,3.93,44.6,49.5
7650,110,3.26,118,46.5,67.3,3.87,44.6,49.5
7651,110,3.26,118,46.5,67.3,4.05,44.6,49.5
7652,110,3.26,119,46.5,67.1,3.93,44.6,49.5
7653,110,3.25,119,46.5,67.1,3.96,44.6,49.5
7654,110,3.26,119,46.5,67.1,4.02,44.6,49.5
7655,110,3.26,118,46.5,67.6,3.96,44.6,49.5
7656,110,3.26,118,46.3,67.3,3.99,44.6,49.5
7657,110,3.26,118,46.3,67.1,4.05,44.6,49.8
7658,111,3.26,117,46.3,67,3.93,44.6,49.8
7659,110,3.27,117,46.4,67,4.14,44.6,49.2
